evidence_id,sample_id,retrieved_doc_id,retrieved_text_chunk,chunk_rank,similarity_score,source_type,source_reliability,evidence_relevance,supports_answer,contradicts_answer
EVD-00102-1,SMP-00102,DOC-0108,"Education Reference Note 108: What is a learning objective. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",1,0.638,domain reference summary,high,relevant,yes,no
EVD-00102-2,SMP-00102,DOC-0094,"Education Reference Note 094: What is blended learning. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",2,0.614,synthetic policy brief,medium,partially relevant,no,no
EVD-00102-3,SMP-00102,DOC-0008,"Education Reference Note 008: What is formative assessment. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",3,0.734,synthetic policy brief,high,relevant,yes,no
EVD-00103-1,SMP-00103,DOC-0050,"Healthcare Reference Note 050: What are common warning signs of dehydration. Evidence summary: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. Validation note: answer claims should remain limited to what this chunk supports.",1,0.944,synthetic policy brief,low,relevant,yes,no
EVD-00103-2,SMP-00103,DOC-0005,"Healthcare Reference Note 005: How does diabetes affect wound healing. Evidence summary: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. Validation note: answer claims should remain limited to what this chunk supports.",2,0.522,public-domain style explainer,medium,relevant,yes,no
EVD-00103-3,SMP-00103,DOC-0028,"Healthcare Reference Note 028: What is the recommended first-line lifestyle advice fo. Evidence summary: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. Validation note: answer claims should remain limited to what this chunk supports.",3,0.378,open educational note,medium,partially relevant,yes,yes
EVD-00104-1,SMP-00104,DOC-0013,Education Reference Note 013: Why is feedback important in education. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,1,0.538,open educational note,high,relevant,yes,no
EVD-00104-2,SMP-00104,DOC-0038,Education Reference Note 038: Why is feedback important in education. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,2,0.864,synthetic policy brief,medium,partially relevant,yes,no
EVD-00104-3,SMP-00104,DOC-0107,Education Reference Note 107: How does active recall improve learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,3,0.594,synthetic policy brief,low,partially relevant,yes,no
EVD-00105-1,SMP-00105,DOC-0060,"Environment Reference Note 060: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",1,0.945,domain reference summary,medium,relevant,yes,no
EVD-00105-2,SMP-00105,DOC-0034,"Environment Reference Note 034: What is renewable energy. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",2,0.595,open educational note,medium,partially relevant,yes,no
EVD-00105-3,SMP-00105,DOC-0081,"Environment Reference Note 081: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",3,0.715,public-domain style explainer,medium,partially relevant,no,no
EVD-00106-1,SMP-00106,DOC-0037,Finance Reference Note 037: What is diversification in investment. Evidence summary: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. Validation note: answer claims should remain limited to what this chunk supports.,1,0.753,curated knowledge card,medium,relevant,yes,no
EVD-00106-2,SMP-00106,DOC-0097,Finance Reference Note 097: What is inflation and why does it matter. Evidence summary: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. Validation note: answer claims should remain limited to what this chunk supports.,2,0.585,curated knowledge card,high,relevant,yes,no
EVD-00106-3,SMP-00106,DOC-0116,Finance Reference Note 116: What is diversification in investment. Evidence summary: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. Validation note: answer claims should remain limited to what this chunk supports.,3,0.771,domain reference summary,high,irrelevant,yes,no
EVD-00107-1,SMP-00107,DOC-0042,"Education Reference Note 042: What is blended learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",1,0.791,synthetic policy brief,low,relevant,yes,no
EVD-00107-2,SMP-00107,DOC-0108,"Education Reference Note 108: What is a learning objective. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",2,0.832,public-domain style explainer,low,relevant,yes,no
EVD-00107-3,SMP-00107,DOC-0076,"Education Reference Note 076: What is blended learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",3,0.698,open educational note,high,relevant,yes,no
EVD-00108-1,SMP-00108,DOC-0058,"Legal Reference Note 058: What is the purpose of a contract. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",1,0.834,public-domain style explainer,high,relevant,yes,no
EVD-00108-2,SMP-00108,DOC-0053,"Legal Reference Note 053: Why are terms and conditions important. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",2,0.851,public-domain style explainer,high,partially relevant,yes,no
